entry_id,task_id,collaborator_id,date,hours
3ae88926-b423-4cde-8857-511761554667,ebc2026f-af34-4f65-a193-c4b23c19e71d,e767dcea-b0e6-4969-a213-42b0f1eedba3,2025-01-13,1.560780256684108
ce6322b6-ab05-447f-9556-b37d8f0881ee,32ffe294-4d57-4880-9865-d69a74f33103,0bbb2599-11ce-4dd2-b45e-d1f03139d32c,2025-01-09,5.165245745150194
bdf66ba5-dc9c-46de-a5a6-74c212738a23,3a7e8e14-e359-4ee1-b399-1a476e191042,badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-01-02,3.826428859227942
ebd14d2c-75b2-4455-84cc-3ede6fac1673,79eb4168-1045-46e5-bee3-eb791d181ee9,badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-01-02,5.0524334025504745
6de59332-9364-43d0-9024-bdc6dcb33df3,b7fddd71-a075-4927-9110-b492f4427e0b,6fb78271-504d-481f-8953-5b63ba81edd9,2025-01-14,1.5738838384641283
6aedfdc7-a3e0-4309-b5a1-b94967884209,da509fed-1d4a-4d81-b3a7-d0e0cb08587d,6601ddd0-3170-4437-a8f7-ef5a060edf5b,2025-01-08,4.956588466908626
f758dce2-0556-4aea-a7b0-32831d7c0098,dc322c97-39c1-4262-b76c-8edec1101266,3a9bedd4-0f12-49e0-a18f-f6b6b535106e,2025-01-08,2.429814395964755
9e3d750d-f296-49f0-8d23-72c22bffe17b,112fa612-7969-4ed2-ac48-bf55afd380c4,db20a56e-dc81-4fe7-8eda-8bbb71710434,2025-01-12,2.670801668310922
5ca260c9-eb76-47c9-b08a-4895d4ffa666,0986bbeb-f23e-423d-8b9b-d93423c86d30,663f1c97-9562-49f0-a5d7-b8756dadd6c7,2025-01-03,5.701831560719799
3e49fd09-1b19-48b8-9830-20816fcc57dd,bf1e8366-4b8e-43d4-8e76-07adf7a67b94,b41b3143-8b10-450c-9570-4f32702cdd20,2025-01-11,3.2132403739029782
1422373f-8622-48d1-a683-e10796c044d0,4ffca6b1-99b4-49d4-89a2-14aef7e8f8e5,0bbb2599-11ce-4dd2-b45e-d1f03139d32c,2025-01-10,1.0652081981897248
56ea57b3-beed-40b6-8f6e-274bdedab027,718d4d05-e8e2-4743-b65f-eea97d824264,6601ddd0-3170-4437-a8f7-ef5a060edf5b,2025-01-06,7.972675134985661
138d994c-2b0a-4edd-8774-44cb5543fc3c,a23d4c2f-c2a7-4689-9933-918cfa745761,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,2025-01-13,2.4920801858692827
828c37e7-87d5-47be-9d30-d990a21b0307,088a93ec-70d9-49f8-89e2-60744f1639a0,663f1c97-9562-49f0-a5d7-b8756dadd6c7,2025-01-05,7.532815645955964
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,a23d4c2f-c2a7-4689-9933-918cfa745761,badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-01-18,3.5866896211721877
d0a643fe-a53b-4024-91a6-9d87f54e2019,5876fd09-f1fa-4665-b115-33f312e89d10,b41b3143-8b10-450c-9570-4f32702cdd20,2025-01-04,6.83621468247865
4187222b-257d-4e52-9a51-65ca3c7c1d85,112fa612-7969-4ed2-ac48-bf55afd380c4,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2025-01-05,5.2817443600816505
c29d782b-2722-496e-9a36-d1ec2c6a6e9a,4b7e6b3c-87d2-42a6-98ee-ac2bfe9fecaa,e767dcea-b0e6-4969-a213-42b0f1eedba3,2025-01-16,1.0547617500651056
c5d95f51-f387-41bd-ad59-72c6134a5a2f,2c9b662e-040a-4aae-92e2-afd996bf10ab,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2025-01-16,7.522292276052542
9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,697c3923-87fa-441a-be83-b91f25440fe0,663f1c97-9562-49f0-a5d7-b8756dadd6c7,2025-01-15,2.8512614504098934
e1cde87f-ec95-4f87-ae5e-c36572eb7474,697c3923-87fa-441a-be83-b91f25440fe0,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,2025-01-14,2.088135368424933
9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc,6fb78271-504d-481f-8953-5b63ba81edd9,2025-01-08,2.4744075836486017
50ee7a92-a091-41e0-b891-b0c3dd3f487e,6502d6a2-ca6a-4224-971e-16cc5da36f1b,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,2025-01-04,5.812479901609313
71348c2a-780b-4657-917b-355b70944bdb,088a93ec-70d9-49f8-89e2-60744f1639a0,e767dcea-b0e6-4969-a213-42b0f1eedba3,2025-01-16,4.419722965045636
97674900-4651-4367-8bdc-43184d85a3d2,ebc2026f-af34-4f65-a193-c4b23c19e71d,0bbb2599-11ce-4dd2-b45e-d1f03139d32c,2025-01-02,5.439991131164359
4f76e388-12fe-48bf-81e0-d4895a18e2a3,bf5ae7e6-53a3-4d5a-8b8c-5bdce8dd5e5a,01a9e71f-de8a-474b-8f36-d58b47378190,2025-01-12,1.024819823614476
5e659654-0e90-48b6-89a0-a0f673b0a091,39681c81-7b70-43b8-a81f-dec3279c658a,663f1c97-9562-49f0-a5d7-b8756dadd6c7,2025-01-07,5.459793641109657
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,088a93ec-70d9-49f8-89e2-60744f1639a0,c0398710-8976-4334-a281-7efdae849217,2025-01-03,6.188616358435516
626d719d-81cf-4252-9815-9d6c9d713084,2c9b662e-040a-4aae-92e2-afd996bf10ab,4ccc9bc2-a53f-4a28-abf3-e3fc21813d25,2025-01-12,4.926348053423225
cab4923b-f448-4385-8de7-ad6c949077c2,deef580f-9c07-4751-9437-45092cd1586a,0bbb2599-11ce-4dd2-b45e-d1f03139d32c,2025-01-18,7.615356573326474
e8b77f7b-7321-4f6b-8a80-76ece5582e16,6d4067f4-5003-4b35-9857-8bafbac7e2b9,663f1c97-9562-49f0-a5d7-b8756dadd6c7,2025-01-14,4.819132024438656
9ae1a991-524f-43ff-b030-7633a6ded1d8,066803ee-78b2-4549-bbdb-c09eacc216a0,6601ddd0-3170-4437-a8f7-ef5a060edf5b,2025-01-12,4.867675677214983
0fd6f47e-f52d-4af2-a69e-d4c980599b93,278ed00d-ba02-46ef-be05-5787965befdf,663f1c97-9562-49f0-a5d7-b8756dadd6c7,2025-01-11,1.2928020071820048
d65e59dd-e62d-4d06-8f9b-85581a7f195b,066803ee-78b2-4549-bbdb-c09eacc216a0,01a9e71f-de8a-474b-8f36-d58b47378190,2025-01-09,7.292472455685322
812a1f9b-1596-4802-b6dd-6257fb7d9f1c,af908e3c-dd75-4e98-90e0-b95f0212b554,badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-01-16,5.668533874448801
b526b22d-3f6c-41f7-8a05-37f02c2cd22b,ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,2025-01-11,7.1889429101570625
85d2d0a6-8629-4b5d-b07d-f251fdb1429e,637e4b01-22ba-410e-899c-a782e3236d1a,6fb78271-504d-481f-8953-5b63ba81edd9,2025-01-15,6.246343278004775
eafde7d9-5f73-4a3e-9d28-6aa428a39779,c478f6f1-b88e-4318-816d-83edad81f8bd,c0398710-8976-4334-a281-7efdae849217,2025-01-07,7.83344223051674
569f3ab3-c643-4300-a8a5-1c68632dbb5e,32ffe294-4d57-4880-9865-d69a74f33103,4ccc9bc2-a53f-4a28-abf3-e3fc21813d25,2025-01-17,1.173504533287321
a181c85e-ca0a-46ac-8d67-d38e990f0c5b,1f4a8ca1-ab85-4d59-9463-adc78fca7b6a,db20a56e-dc81-4fe7-8eda-8bbb71710434,2025-01-16,6.476705473033421
18318aa3-5466-4d19-90df-997455ab946d,637e4b01-22ba-410e-899c-a782e3236d1a,badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-01-14,2.8676399671613044
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,6d4067f4-5003-4b35-9857-8bafbac7e2b9,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-01-18,3.6777920581785404
e806133c-f6e3-4356-a814-9562da003f16,b7fddd71-a075-4927-9110-b492f4427e0b,439472e6-da58-4e8a-a25d-6b29afffcfd2,2025-01-15,2.557036022819651
14dd5061-5557-46f8-a67e-ddcedf8f4197,5cd8fe1a-dafe-48a9-bc71-e0bef3579560,747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,2025-01-15,3.136336071370204
598ddaec-eaaf-4543-a434-a678a9e27ba9,9b689c88-3ae9-49fe-8c82-18dac696f5e6,badcc32a-c159-4f53-8a0f-4efbedcd465e,2025-01-08,1.1656510429101608
a981b098-b2cf-452d-a7f3-33b3f7baf55e,4bbe4aff-9326-4ffd-9be4-bf5192698698,118a9d29-2f92-4996-99f1-95d014822f53,2025-01-10,3.2978336583839454
f020e992-b576-455e-9854-9f222102f9c9,a23d4c2f-c2a7-4689-9933-918cfa745761,3a9bedd4-0f12-49e0-a18f-f6b6b535106e,2025-01-03,3.4580229035792653
